system:index,.geo
0,"{""type"":""Polygon"",""coordinates"":[[[23.835858965755836,-70.1913201759765],[23.836545611263652,-70.19702031175538],[23.826245928646458,-70.20178860325449],[23.82075276458396,-70.20899709709605],[23.814572955013652,-70.20899709709605],[23.802899981380836,-70.21457613618796],[23.79192658921542,-70.21456212401186],[23.792613234723234,-70.2176415737577],[23.80033799668612,-70.21799016171744],[23.807891097272062,-70.22281169023508],[23.819105870146423,-70.22517355984156],[23.827002293486263,-70.2252897140134],[23.837971790225694,-70.22992680411869],[23.839001758487413,-70.23306201324847],[23.834023578555772,-70.2343974737075],[23.833680255801863,-70.23793829503614],[23.82904539862413,-70.24002767433804],[23.831194340343348,-70.24421652694225],[23.82295459424959,-70.24850982223428],[23.82333658074727,-70.25029763166313],[23.830889681333208,-70.25632941378763],[23.833636263364454,-70.26004040056614],[23.831891477362575,-70.26670778449602],[23.84493774201101,-70.26763512571434],[23.878583371893825,-70.27852825119982],[23.901929319159443,-70.28107687215106],[23.906049192206325,-70.29682496447708],[23.928708493964134,-70.29775094665324],[23.943814695136016,-70.29775094665324],[23.95823425080007,-70.29312061784817],[23.986254780273015,-70.27106167673027],[23.99930104492146,-70.26943907272296],[24.001360981444897,-70.2643386259148],[24.006167499999584,-70.26132413051327],[24.01509389160115,-70.25645362713149],[24.012217218241105,-70.24476460369765],[24.00809734519423,-70.23663991853365],[24.001917535623917,-70.22711835034463],[23.987497979959855,-70.21317641007896],[23.972391778787983,-70.20457417686757],[23.964152032694226,-70.2036439907167],[23.958658868631733,-70.20573685055803],[23.84467571433485,-70.18084131998205],[23.835858965755836,-70.1913201759765]]]}"
