system:index,.geo
0,"{""type"":""Polygon"",""coordinates"":[[[-110.52066551710877,-72.57583756535067],[-110.53645836378846,-72.57604317549104],[-110.56323753859313,-72.58159376068265],[-110.59070335890564,-72.58138821401079],[-110.61473595167908,-72.58426565354424],[-110.65524803664002,-72.59494925396912],[-110.68683372999939,-72.59515464557009],[-110.70605980421814,-72.5980298813759],[-110.74382530714783,-72.59844059177206],[-110.75824486281188,-72.59659232101316],[-110.7754110005072,-72.59720843240245],[-110.8255361225775,-72.6037789721896],[-110.86948048509662,-72.60607827547018],[-110.88428878944832,-72.60864391089991],[-110.93063736122568,-72.62341483238416],[-110.94402694862801,-72.6297707897079],[-110.94196701210457,-72.63243552055077],[-110.9543266312452,-72.63776379370435],[-110.95001229715734,-72.64660146150176],[-110.9424591965714,-72.64891500192813],[-110.90950021219639,-72.65208874171411],[-110.91602334452062,-72.65779975298454],[-110.9040070481339,-72.66373431234176],[-110.93183429712865,-72.68745297341111],[-110.88170917505835,-72.69623720364679],[-110.87003620142552,-72.69256060990676],[-110.83982379908177,-72.69521600356033],[-110.82815082544896,-72.68949620332712],[-110.79450519556615,-72.6935819619002],[-110.76703937525366,-72.69133491038517],[-110.69349749029966,-72.67148666226224],[-110.66465239897066,-72.65548980471131],[-110.65641265287692,-72.6485286392449],[-110.61197750124525,-72.63287112607331],[-110.60373775515149,-72.62569612241896],[-110.55962200370004,-72.6124205724412],[-110.5465757390516,-72.60400568788916],[-110.54451580252817,-72.59353288456764],[-110.52066551710877,-72.57583756535067]]]}"
