system:index,.geo
0,"{""type"":""Polygon"",""coordinates"":[[[-105.56977066025722,-74.43962058358159],[-105.5519178770541,-74.44514548310214],[-105.53612503037441,-74.4464343510034],[-105.42488845810878,-74.44496135061303],[-105.3987959288119,-74.44551374170285],[-105.37407669053064,-74.44256743479174],[-105.35622390732753,-74.44256743479174],[-105.3548506163119,-74.43980477773023],[-105.30403884873378,-74.43796274054714],[-105.27657302842128,-74.43648895767686],[-105.26558670029627,-74.43538353119432],[-105.2786329649447,-74.43114535359685],[-105.21094314624371,-74.42051586221122],[-105.19171707202496,-74.42070027691213],[-105.18416397143903,-74.41867159811002],[-105.17592422534528,-74.41203048428359],[-105.11842320609524,-74.41215944480035],[-105.10125706839993,-74.41455792381012],[-105.05937169242337,-74.4162181984439],[-105.02091954398588,-74.41584926343171],[-105.00924657035306,-74.41418895046635],[-105.00993321586087,-74.41160589852834],[-105.0174863164468,-74.41031421601014],[-105.03053258109526,-74.4009002352765],[-105.09233067679837,-74.39776100996195],[-105.11534398983004,-74.38668221978084],[-105.21503771831935,-74.37459019569762],[-105.22533740093654,-74.37496008316423],[-105.28301562359277,-74.3716307885785],[-105.30891093604016,-74.36844186084073],[-105.33157023779798,-74.36326055258243],[-105.35560283057141,-74.36048416293006],[-105.37617845510812,-74.35965755275386],[-105.39374321122223,-74.35880959082714],[-105.41605919022614,-74.35510660370713],[-105.42704551835114,-74.3537177631778],[-105.47356934224716,-74.35262667880343],[-105.48936218892683,-74.35133023104397],[-105.50734363563096,-74.35188586433613],[-105.52965961463488,-74.35401561376331],[-105.54360377217996,-74.35444580004294],[-105.55047022725807,-74.35629747669125],[-105.54291712667215,-74.35935227602124],[-105.54247084600695,-74.36116083641475],[-105.5507105921007,-74.36476989698293],[-105.5507105921007,-74.36680541902457],[-105.54796401006945,-74.36837814544121],[-105.54295623404875,-74.36919267353073],[-105.52510345084563,-74.37760833505644],[-105.50898137589256,-74.37867488860354],[-105.49095063664785,-74.38258922999442],[-105.51395326115957,-74.38582384038114],[-105.49781709172596,-74.39280780147563],[-105.49060731389395,-74.3951168299375],[-105.47927766301503,-74.40268810525811],[-105.4943250284367,-74.40413337354214],[-105.49466835119061,-74.40690220696627],[-105.50256477453046,-74.40736363259573],[-105.49947486974531,-74.42470357653889],[-105.51389442540936,-74.42544102920125],[-105.52488075353438,-74.42829833664562],[-105.54101692296796,-74.43419567682379],[-105.53998695470624,-74.43684662176656],[-105.54788337804608,-74.43878089051604],[-105.56977066025722,-74.43962058358159]]]}"
